Player,stats_standard_Nation,stats_standard_Squad,stats_standard_Position,stats_standard_Current age,stats_standard_Matches Played,stats_standard_Minutes,stats_standard_Goals,stats_standard_Assists,stats_standard_Yellow Cards,stats_standard_Red Cards,stats_standard_xG: Expected Goals,stats_standard_xAG: Exp. Assisted Goals,stats_standard_Progressive Carries,stats_standard_Progressive Passes,stats_standard_Progressive Passes Rec,stats_standard_Goals/90,stats_standard_Assists/90,stats_standard_xG/90,stats_standard_xAG/90,stats_shooting_Shots on Target %,stats_shooting_Shots on target/90,stats_shooting_Goals/Shot,stats_shooting_Average Shot Distance,stats_passing_Passes Completed,stats_passing_Pass Completion %,stats_passing_Total Passing Distance,stats_passing_Passes Completed (Short),stats_passing_Pass Completion % (Medium),stats_passing_Pass Completion % (Long),stats_passing_Key Passes,stats_passing_Passes into Final Third,stats_passing_Passes into Penalty Area,stats_passing_Crosses into Penalty Area,stats_passing_Progressive Passes,stats_gca_Shot-Creating Actions,stats_gca_Shot-Creating Actions/90,stats_gca_Goal-Creating Actions,stats_gca_Goal-Creating Actions/90,stats_defense_Tackles,stats_defense_Tackles Won,stats_defense_Dribbles Challenged,stats_defense_Challenges Lost,stats_defense_Blocks,stats_defense_Shots Blocked,stats_defense_Passes Blocked,stats_defense_Interceptions,stats_possession_Touches,stats_possession_Touches (Def Pen),stats_possession_Touches (Def 3rd),stats_possession_Touches (Mid 3rd),stats_possession_Touches (Att 3rd),stats_possession_Touches (Att Pen),stats_possession_Take-Ons Attempted,stats_possession_Successful Take-On %,stats_possession_Tackled During Take-On Percentage,stats_possession_Carries,stats_possession_Progressive Carrying Distance,stats_possession_Progressive Carries,stats_possession_Carries into Final Third,stats_possession_Carries into Penalty Area,stats_possession_Miscontrols,stats_possession_Dispossessed,stats_possession_Passes Received,stats_possession_Progressive Passes Rec,stats_misc_Yellow Cards,stats_misc_Red Cards,stats_misc_Fouls Committed,stats_misc_Fouls Drawn,stats_misc_Offsides,stats_misc_Crosses,stats_misc_Ball Recoveries,stats_misc_Aerials Won,stats_misc_Aerials Lost,stats_misc_% of Aerials Won,stats_keeper_Goals Against/90,stats_keeper_Save Percentage,stats_keeper_Clean Sheet Percentage,stats_keeper_Save% (Penalty Kicks)
Manuel Akanji,chSUI,Manchester City,DF,29-293,23,1744,0,0,3,0,0.7,0.4,38,138,6,0,0,0.04,0.02,10,0.05,0,16.3,1427,93.9,23477,682,95.4,75.3,9,153,11,2,138,34,1.75,2,0.1,16,11,13,5,11,8,3,7,1635,111,487,797,353,11,2,100,0,1071,3362,38,52,0,4,5,1291,6,3,0,16,9,0,11,89,26,29,47.3,N/a,N/a,N/a,N/a
Manuel Ugarte Ribeiro,uyURU,Manchester Utd,MF,24-027,27,1706,1,2,10,0,1,1.1,16,59,20,0.05,0.11,0.05,0.06,21.1,0.21,0.05,21.7,765,87.9,12528,388,93.1,75.6,10,54,9,3,59,31,1.64,4,0.21,74,46,66,38,31,4,27,26,1111,43,317,613,201,16,32,56.3,31.3,642,1306,16,16,1,29,25,693,20,10,0,38,33,0,7,117,17,18,48.6,N/a,N/a,N/a,N/a
Marc Cucurella,esESP,Chelsea,DF,26-290,33,2718,4,1,10,1,2.6,2.1,31,107,108,0.13,0.03,0.09,0.07,40.9,0.3,0.18,16.5,1569,88,24756,788,90.1,57,19,112,12,3,107,48,1.59,5,0.17,59,39,53,27,45,14,31,25,2075,109,637,958,490,73,13,30.8,53.8,882,2180,31,18,2,26,6,1287,108,10,1,34,33,3,29,119,30,51,37,N/a,N/a,N/a,N/a
Marc Guéhi,engENG,Crystal Palace,DF,24-299,33,2969,3,2,9,1,2,1.5,22,128,10,0.09,0.06,0.06,0.05,46.7,0.21,0.2,10.7,1419,83.3,27112,525,89,55.1,15,130,11,3,128,41,1.24,5,0.15,56,31,46,16,54,22,32,25,2056,298,1007,914,146,38,15,80,13.3,1099,2891,22,17,1,16,17,1283,10,9,1,23,26,1,13,137,68,57,54.4,N/a,N/a,N/a,N/a
Marco Asensio,esESP,Aston Villa,"MF,FW",29-107,10,540,3,1,1,0,4.2,0.8,16,34,26,0.5,0.17,0.7,0.14,47.1,1.33,0.18,18.9,185,80.4,2637,107,84.4,29.4,13,15,8,2,34,27,4.5,3,0.5,7,5,9,6,2,0,2,1,287,4,26,119,147,24,14,50,35.7,177,500,16,18,4,6,8,200,26,1,0,8,7,2,23,22,0,1,0,N/a,N/a,N/a,N/a
Marcos Senesi,arARG,Bournemouth,DF,27-363,15,1014,0,0,5,0,0.8,0.2,12,51,5,0,0,0.07,0.02,0,0,0,6,493,76.6,10211,176,85.9,49.7,3,73,12,3,51,16,1.42,1,0.09,35,21,30,16,15,7,8,11,783,67,349,376,67,12,9,55.6,44.4,483,1465,12,14,0,6,5,493,5,5,0,19,7,0,10,67,23,27,46,N/a,N/a,N/a,N/a
Marcus Rashford,engENG,Manchester Utd,"FW,MF",27-189,15,978,4,1,2,0,1.7,2.1,20,21,79,0.37,0.09,0.16,0.19,56.3,0.83,0.25,16.4,253,73.8,3508,168,65.9,50,15,13,16,8,21,29,2.67,1,0.09,7,4,9,6,8,0,8,4,440,3,35,189,222,34,39,23.1,66.7,293,728,20,19,12,14,6,341,79,2,0,8,7,7,27,24,5,7,41.7,N/a,N/a,N/a,N/a
Marcus Tavernier,engENG,Bournemouth,"FW,MF",26-047,26,1670,3,5,5,0,5.3,2.8,41,102,106,0.16,0.27,0.29,0.15,30,0.81,0.06,20.2,553,72.5,9408,267,78.3,44.9,36,64,30,9,102,85,4.58,11,0.59,41,24,26,16,16,3,13,5,1000,18,114,385,523,51,57,42.1,49.1,567,1622,41,40,7,39,43,641,106,5,0,28,23,4,91,101,25,31,44.6,N/a,N/a,N/a,N/a
Mario Lemina,gaGAB,Wolves,"MF,DF",31-249,17,1364,1,3,4,0,1.4,1.1,8,48,21,0.07,0.2,0.09,0.07,27.8,0.33,0.06,21.9,493,80.4,9479,176,87.7,61.1,10,43,13,4,48,26,1.71,5,0.33,51,31,29,9,12,7,5,27,809,92,324,378,119,18,16,62.5,25,382,1038,8,12,2,21,11,482,21,4,0,17,8,4,10,73,25,16,61,N/a,N/a,N/a,N/a
Mark Flekken,nlNED,Brentford,GK,31-329,34,3005,0,2,1,0,0,0.5,0,0,0,0,0.06,0,0.02,N/a,0,N/a,N/a,1179,73.4,34812,142,97.5,49.9,3,47,2,0,0,10,0.3,2,0.06,4,4,9,6,2,0,2,0,1707,1338,1660,52,0,0,1,100,0,1045,3005,0,0,0,3,0,953,0,1,0,0,3,0,0,37,4,0,100,1.53,73.1,17.6,0
Mark Travers,ieIRL,Bournemouth,GK,25-355,5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,N/a,0,N/a,N/a,100,70.4,3469,6,96.2,51.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,144,159,3,0,0,0,N/a,N/a,85,188,0,0,0,0,0,68,0,0,0,0,1,0,0,3,1,0,100,1,80,20,N/a
Marshall Munetsi,zwZIM,Wolves,"MF,FW",28-320,11,878,1,1,0,0,3,1.5,7,8,26,0.1,0.1,0.31,0.15,33.3,0.51,0.07,14.8,125,72.7,1520,78,75,33.3,7,4,2,1,8,16,1.64,1,0.1,21,10,20,8,12,1,11,6,302,17,50,161,94,24,10,20,70,119,159,7,3,3,28,12,150,26,0,0,15,10,3,6,31,24,18,57.1,N/a,N/a,N/a,N/a
Martin Dúbravka,skSVK,Newcastle Utd,GK,36-113,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,N/a,0,N/a,N/a,265,79.6,5932,58,100,40.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,262,337,14,0,0,0,N/a,N/a,202,643,0,0,0,0,0,175,0,0,0,0,1,0,0,18,4,0,100,1.2,70.7,50,N/a
Martin Ødegaard,noNOR,Arsenal,MF,26-142,27,2130,2,7,4,0,4.6,5,82,240,144,0.08,0.3,0.19,0.21,30.2,0.55,0.02,18.7,1141,82.9,17692,627,87.4,53.4,57,120,81,5,240,115,4.86,14,0.59,19,11,24,20,5,0,5,4,1550,7,108,655,801,105,55,41.8,54.5,1071,3426,82,74,23,33,38,1230,144,4,0,10,23,1,81,91,8,7,53.3,N/a,N/a,N/a,N/a
Mason Mount,engENG,Manchester Utd,"MF,FW",26-118,14,430,1,0,3,0,2.3,0.2,11,21,23,0.21,0,0.48,0.04,38.5,1.05,0.08,15.7,142,80.2,1994,83,80.8,54.5,5,11,4,1,21,15,3.14,0,0,10,4,10,2,8,1,7,3,233,6,31,119,86,20,5,0,80,149,328,11,9,2,9,9,172,23,3,0,14,7,0,9,15,4,6,40,N/a,N/a,N/a,N/a
Massimo Luongo,auAUS,Ipswich Town,MF,32-225,9,196,0,0,0,0,0,0,0,5,1,0,0,0,0,N/a,0,N/a,N/a,43,75.4,613,27,68.8,42.9,0,1,0,0,5,0,0,0,0,8,5,7,3,4,2,2,2,77,9,33,25,19,1,0,N/a,N/a,40,25,0,0,0,2,3,44,1,0,0,1,2,0,1,10,1,0,100,N/a,N/a,N/a,N/a
Mateo Kovačić,hrCRO,Manchester City,MF,31-002,29,2049,6,1,5,0,1.7,3.6,52,149,15,0.26,0.04,0.08,0.16,29.3,0.53,0.15,22.5,1604,92.6,24956,857,95.7,64.3,29,189,28,0,149,63,2.77,6,0.26,67,38,63,33,20,0,20,20,1959,51,287,1126,567,16,39,51.3,28.2,1332,3573,52,73,3,19,29,1590,15,5,0,23,23,0,0,110,9,8,52.9,N/a,N/a,N/a,N/a
Mateus Fernandes,ptPOR,Southampton,MF,20-302,33,2640,2,3,8,0,3.8,2.6,73,131,102,0.07,0.1,0.13,0.09,35.9,0.48,0.05,18.5,1003,79.9,16952,474,85.6,55.3,31,91,21,4,131,71,2.42,6,0.2,86,46,64,31,40,6,34,21,1619,59,345,800,511,46,99,45.5,45.5,836,2981,73,66,8,52,33,1000,102,8,0,42,53,4,104,165,13,9,59.1,N/a,N/a,N/a,N/a
Matheus Cunha,brBRA,Wolves,"MF,FW",25-346,30,2425,15,6,3,0,7.9,7.3,104,131,147,0.56,0.22,0.29,0.27,41.2,1.48,0.15,20.6,743,71.9,11781,422,75.9,45.1,51,89,54,10,131,118,4.38,16,0.59,35,21,36,25,19,1,18,17,1425,22,173,657,643,117,130,44.6,43.8,819,3108,104,88,36,72,48,957,147,3,0,41,69,8,123,123,10,27,27,N/a,N/a,N/a,N/a
Matheus Nunes,ptPOR,Manchester City,"DF,MF",26-254,24,1494,1,5,4,0,0.9,4.2,59,69,156,0.06,0.3,0.05,0.25,42.9,0.18,0.14,18.3,957,86.3,14863,536,88.2,64.9,21,45,25,7,69,39,2.35,6,0.36,32,21,34,19,14,3,11,13,1267,39,221,494,560,54,36,44.4,36.1,779,2131,59,31,22,29,13,916,156,4,0,28,17,6,39,60,13,16,44.8,N/a,N/a,N/a,N/a
Mathias Jensen,dkDEN,Brentford,MF,29-127,21,816,0,2,2,0,0.2,1.6,6,56,26,0,0.22,0.03,0.18,16.7,0.11,0,23.1,342,75.5,6291,160,78.9,55,15,39,18,2,56,38,4.19,5,0.55,13,9,15,8,13,4,9,8,531,25,120,223,191,9,15,60,26.7,278,543,6,8,0,8,6,326,26,2,0,7,10,0,31,45,8,5,61.5,N/a,N/a,N/a,N/a
Mathys Tel,frFRA,Tottenham,FW,20-011,10,649,2,1,1,0,2.3,1.4,18,16,57,0.28,0.14,0.32,0.19,35,0.97,0.05,16.2,148,70.8,2599,70,70.4,62.1,10,9,12,4,16,20,2.78,1,0.14,8,3,9,7,6,0,6,0,315,2,33,117,173,32,38,23.7,63.2,208,597,18,18,7,19,11,221,57,1,0,8,8,0,29,29,4,3,57.1,N/a,N/a,N/a,N/a
Mats Wieffer,nlNED,Brighton,"MF,DF",25-173,22,745,1,3,5,0,0.7,1.5,13,52,18,0.12,0.36,0.09,0.18,50,0.48,0.13,12.9,469,85.6,7621,229,88.4,72.1,13,46,6,1,52,26,3.14,4,0.48,37,22,31,12,13,1,12,13,668,34,157,358,162,14,13,46.2,46.2,393,824,13,15,1,14,8,427,18,5,0,20,6,1,7,57,25,19,56.8,N/a,N/a,N/a,N/a
Matt Doherty,ieIRL,Wolves,DF,33-112,28,1965,2,1,6,0,1,1.5,29,76,40,0.09,0.05,0.05,0.07,30,0.14,0.2,11.4,1003,82.6,18738,407,86.5,61.7,11,88,14,1,76,24,1.1,3,0.14,37,20,24,8,26,15,11,21,1433,123,566,705,179,25,20,55,30,754,2050,29,19,4,11,5,909,40,6,0,18,11,2,18,99,48,19,71.6,N/a,N/a,N/a,N/a
Matt O'Riley,dkDEN,Brighton,MF,24-168,18,847,1,1,1,0,2,1.7,19,34,47,0.11,0.11,0.21,0.18,30,0.64,0.05,16.8,285,77.9,4508,146,80.3,50,17,28,7,0,34,35,3.72,4,0.43,15,9,12,8,7,3,4,13,468,17,68,212,190,40,12,58.3,33.3,243,493,19,11,7,16,3,275,47,1,0,13,12,1,43,24,5,7,41.7,N/a,N/a,N/a,N/a
Matthijs de Ligt,nlNED,Manchester Utd,DF,25-269,29,2123,2,0,3,0,2.5,0.3,7,55,6,0.08,0,0.1,0.01,50,0.38,0.11,7.9,1241,89.9,21810,454,94.4,49.1,6,63,2,1,55,14,0.59,1,0.04,30,22,32,9,29,21,8,33,1608,184,828,731,56,29,4,50,50,1078,2225,7,3,0,5,3,1158,6,3,0,16,12,2,6,68,58,29,66.7,N/a,N/a,N/a,N/a
Matty Cash,plPOL,Aston Villa,DF,27-274,24,1800,1,1,6,0,0.3,1.1,46,39,75,0.05,0.05,0.02,0.05,40,0.2,0.1,19,642,79.2,10745,312,80,52.3,10,37,9,5,39,22,1.1,2,0.1,47,27,34,10,18,7,11,21,1012,73,365,401,257,37,36,41.7,44.4,507,1618,46,34,4,17,9,575,75,6,0,25,16,1,33,64,17,19,47.2,N/a,N/a,N/a,N/a
Matz Sels,beBEL,Nott'ham Forest,GK,33-071,35,3150,0,0,4,0,0,0,0,1,0,0,0,0,0,N/a,0,N/a,N/a,472,51.1,17926,72,98,36.9,1,42,3,0,1,5,0.14,0,0,1,1,1,0,0,0,0,0,1018,777,1002,16,0,0,0,N/a,N/a,489,1500,0,1,1,0,0,392,0,4,0,1,10,0,0,11,14,2,87.5,1.2,74.3,37.1,0
Max Kilman,engENG,West Ham,DF,27-350,35,3078,0,1,4,0,1.4,1.2,29,107,6,0,0.03,0.04,0.03,16.7,0.06,0,8.8,1548,86.6,29962,492,92.7,58,16,102,4,0,107,29,0.85,3,0.09,33,20,25,4,55,37,18,38,2176,434,1208,879,105,31,20,70,10,1151,2956,29,13,2,16,3,1441,6,4,0,21,13,2,3,138,105,50,67.7,N/a,N/a,N/a,N/a
Maxence Lacroix,frFRA,Crystal Palace,DF,25-032,32,2846,1,1,5,0,3.1,0.8,8,61,7,0.03,0.03,0.1,0.02,17.2,0.16,0.03,11.1,1125,81.5,23175,294,90.6,54.3,6,67,3,1,61,26,0.82,4,0.13,67,40,47,15,43,18,25,52,1805,331,1095,637,80,42,14,57.1,28.6,962,2079,8,4,0,21,4,1062,7,5,0,33,18,1,6,123,57,46,55.3,N/a,N/a,N/a,N/a
Michael Kayode,itITA,Brentford,DF,20-302,9,291,0,1,1,0,0.1,1,8,5,16,0,0.31,0.02,0.3,0,0,0,18.5,95,73.6,1690,42,75.4,43.8,4,5,1,1,5,10,3.09,3,0.93,13,8,7,0,0,0,0,4,171,15,66,53,55,10,12,58.3,33.3,72,269,8,4,3,8,2,70,16,1,0,5,2,0,7,22,2,1,66.7,N/a,N/a,N/a,N/a
Michael Keane,engENG,Everton,DF,32-117,11,852,2,0,5,0,0.4,0.1,1,12,3,0.21,0,0.05,0.01,37.5,0.32,0.25,14.8,258,81.6,5895,77,90.3,75.3,2,17,0,0,12,6,0.63,0,0,10,7,13,6,11,7,4,10,426,85,241,169,18,14,1,0,100,189,236,1,1,0,1,2,240,3,5,0,9,0,0,1,24,20,14,58.8,N/a,N/a,N/a,N/a
Michail Antonio,jmJAM,West Ham,FW,35-041,14,836,1,1,1,0,2.2,1.6,29,18,59,0.11,0.11,0.24,0.17,21.1,0.43,0.05,12.6,114,60.6,2183,52,59.7,71,9,11,6,2,18,22,2.37,4,0.43,2,2,3,1,6,0,6,0,296,3,26,124,151,36,27,33.3,48.1,173,695,29,13,9,35,19,221,59,1,0,12,7,4,25,22,17,22,43.6,N/a,N/a,N/a,N/a
Micky van de Ven,nlNED,Tottenham,DF,24-019,12,950,0,2,4,0,0.6,1.2,8,51,1,0,0.19,0.05,0.11,33.3,0.19,0,11.1,706,91,13313,210,96.5,62.5,2,50,1,0,51,11,1.04,2,0.19,10,6,14,6,9,6,3,10,862,101,442,393,36,9,8,50,50,599,1388,8,10,1,5,4,629,1,4,0,10,8,0,0,61,19,18,51.4,N/a,N/a,N/a,N/a
Miguel Almirón,pyPAR,Newcastle Utd,FW,31-087,9,157,0,0,0,0,0.5,0.3,3,6,18,0,0,0.3,0.15,33.3,1.15,0,14.2,54,81.8,707,39,81.3,33.3,3,3,1,0,6,8,4.59,0,0,3,2,3,1,2,0,2,0,81,1,10,35,36,9,2,50,50,54,93,3,3,2,0,2,59,18,0,0,1,3,2,0,4,0,2,0,N/a,N/a,N/a,N/a
Mikel Merino,esESP,Arsenal,"MF,FW",28-320,26,1418,6,2,2,0,4.4,1.9,9,62,88,0.38,0.13,0.28,0.12,37.5,0.76,0.19,10.5,422,78,5811,266,78.7,53.3,15,34,24,4,62,39,2.48,4,0.25,38,22,29,14,18,5,13,14,724,35,130,303,300,72,19,42.1,36.8,357,645,9,12,4,22,22,470,88,2,0,36,20,7,12,78,57,52,52.3,N/a,N/a,N/a,N/a
Mikey Moore,engENG,Tottenham,FW,17-270,8,208,0,1,0,0,0.2,0.3,9,7,31,0,0.43,0.09,0.15,0,0,0,19.5,52,70.3,645,31,62.5,16.7,3,1,5,1,7,10,4.33,2,0.87,0,0,1,1,1,0,1,1,105,1,11,27,68,12,12,8.3,75,76,263,9,3,4,6,5,79,31,0,0,3,5,3,14,8,1,4,20,N/a,N/a,N/a,N/a
Mikkel Damsgaard,dkDEN,Brentford,"MF,FW",24-309,35,2658,2,10,2,0,2.6,7.8,64,213,121,0.07,0.34,0.09,0.26,21.9,0.24,0.06,17.5,1011,72.7,17333,509,73.3,53.2,59,153,67,17,213,114,3.86,21,0.71,78,43,72,44,36,2,34,26,1713,34,310,785,640,72,93,52.7,35.5,972,2753,64,42,9,54,44,1131,121,2,0,18,27,6,130,159,12,25,32.4,N/a,N/a,N/a,N/a
Milos Kerkez,huHUN,Bournemouth,DF,21-182,35,3077,2,5,4,0,0.5,3.7,96,144,169,0.06,0.15,0.02,0.11,29.4,0.15,0.12,20.4,1215,75.2,18976,665,77.4,37.4,32,80,36,23,144,76,2.22,9,0.26,50,26,37,14,36,11,25,42,1975,105,512,832,654,58,44,45.5,31.8,986,3394,96,67,15,45,19,1073,169,4,0,28,45,1,125,156,25,47,34.7,N/a,N/a,N/a,N/a
Mohamed Salah,egEGY,Liverpool,FW,32-327,35,3101,28,18,1,0,24,13.2,143,133,440,0.81,0.52,0.7,0.38,42,1.36,0.17,14.7,833,71.2,12448,468,70.3,59.6,82,49,86,14,133,157,4.56,26,0.75,20,11,16,9,11,0,11,7,1568,10,90,474,1023,327,125,44,52,1079,3375,143,54,115,109,63,1313,440,1,0,22,36,16,72,95,9,12,42.9,N/a,N/a,N/a,N/a
Mohammed Kudus,ghGHA,West Ham,"FW,MF",24-279,29,2421,4,2,2,1,6.6,2.5,93,76,201,0.15,0.07,0.24,0.09,29.4,0.74,0.06,15.7,659,83.5,10770,351,89.1,67.9,29,44,27,13,76,101,3.76,7,0.26,35,21,27,17,24,1,23,4,1176,12,159,486,572,117,194,44.8,45.9,770,2401,93,56,39,70,89,916,201,2,1,36,60,18,74,128,10,38,20.8,N/a,N/a,N/a,N/a
Moisés Caicedo,ecECU,Chelsea,"MF,DF",23-187,35,3081,1,2,10,0,0.8,3,38,197,33,0.03,0.06,0.02,0.09,16.7,0.09,0.06,25.1,1827,89.7,31575,821,92.4,78.1,29,219,31,2,197,94,2.75,9,0.26,103,64,80,30,45,10,35,49,2394,89,521,1469,430,15,57,42.1,35.1,1323,3008,38,29,2,36,24,1666,33,10,0,62,55,0,9,203,33,15,68.8,N/a,N/a,N/a,N/a
Morato,brBRA,Nott'ham Forest,DF,23-312,24,809,0,0,3,0,0.2,0,0,14,1,0,0,0.02,0,50,0.11,0,8.6,184,74.2,3109,78,82.9,37.9,0,11,0,0,14,3,0.33,0,0,21,13,20,7,12,4,8,10,387,83,239,131,19,2,1,100,0,125,274,0,2,0,6,3,161,1,3,0,10,2,0,0,31,5,13,27.8,N/a,N/a,N/a,N/a
Morgan Gibbs-White,engENG,Nott'ham Forest,MF,25-101,31,2541,5,7,11,1,4.7,4.5,64,153,118,0.18,0.25,0.17,0.16,34,0.64,0.09,17,897,78,13817,493,81.5,57.3,48,117,37,8,153,104,3.68,17,0.6,40,19,30,15,16,4,12,20,1484,34,175,752,581,86,75,40,45.3,829,2410,64,47,12,66,39,1109,118,11,1,34,37,7,39,118,39,48,44.8,N/a,N/a,N/a,N/a
Morgan Rogers,engENG,Aston Villa,"FW,MF",22-286,34,2853,8,8,9,0,6.2,7.4,108,117,177,0.25,0.25,0.2,0.23,35.8,0.6,0.15,15.9,628,73.9,9245,355,76.2,79.7,48,71,52,2,117,101,3.19,14,0.44,36,18,39,20,25,7,18,5,1269,36,185,557,553,135,153,42.5,44.4,744,3036,108,64,33,104,68,897,177,9,0,46,48,2,22,108,11,43,20.4,N/a,N/a,N/a,N/a
Murillo,brBRA,Nott'ham Forest,DF,22-308,34,3008,2,0,5,0,1.4,1.1,20,103,5,0.06,0,0.04,0.03,25,0.18,0.08,22.2,1056,78.2,20985,395,87.8,48.9,12,124,13,1,103,40,1.2,2,0.06,53,36,46,19,67,44,23,32,1792,400,921,789,96,21,33,78.8,21.2,760,2286,20,24,1,18,10,912,5,5,0,25,4,0,12,134,43,21,67.2,N/a,N/a,N/a,N/a
Mykhailo Mudryk,uaUKR,Chelsea,FW,24-123,7,151,0,0,0,0,0.3,1,7,5,12,0,0,0.15,0.58,100,0.6,0,11.6,28,66.7,431,17,66.7,50,2,2,2,1,5,6,3.6,0,0,2,2,0,0,3,1,2,0,62,3,12,15,38,6,8,37.5,62.5,39,227,7,8,0,3,7,42,12,0,0,2,2,1,7,9,2,4,33.3,N/a,N/a,N/a,N/a
Myles Lewis-Skelly,engENG,Arsenal,DF,18-224,20,1168,1,0,2,2,0.1,0.4,32,62,33,0.08,0,0.01,0.03,50,0.08,0.5,14.3,604,90.7,8962,340,90.3,65,7,55,8,1,62,24,1.85,0,0,22,14,10,0,2,1,1,6,775,20,138,426,225,14,26,46.2,34.6,443,1473,32,23,5,11,8,529,33,2,2,10,38,0,8,45,8,10,44.4,N/a,N/a,N/a,N/a
Nathan Aké,nlNED,Manchester City,DF,30-079,10,678,0,0,0,0,0.2,0,12,50,2,0,0,0.03,0,0,0,0,10,509,93.9,8321,248,97.1,58.8,1,42,1,0,50,8,1.06,0,0,9,7,6,2,7,2,5,3,596,51,205,331,61,5,1,100,0,403,1501,12,12,1,4,3,449,2,0,0,2,0,0,1,24,13,10,56.5,N/a,N/a,N/a,N/a
Nathan Broadhead,wlsWAL,Ipswich Town,"MF,FW",27-033,16,605,1,0,1,0,1.5,0.6,17,12,27,0.15,0,0.22,0.1,60,0.89,0.1,15.4,149,76,2132,91,79.7,25,6,10,4,0,12,19,2.83,2,0.3,7,3,9,6,6,1,5,4,276,7,38,139,109,19,32,50,43.8,152,502,17,14,4,18,11,191,27,1,0,4,13,2,9,30,1,9,10,N/a,N/a,N/a,N/a
Nathan Collins,ieIRL,Brentford,DF,24-008,35,3150,2,3,5,0,2.5,1.8,28,117,18,0.06,0.09,0.07,0.05,35.3,0.17,0.12,10.7,1572,85.7,30030,524,92.5,59.3,10,102,7,2,117,30,0.86,8,0.23,37,22,34,12,71,51,20,32,2257,360,1179,924,164,66,12,50,41.7,1176,3769,28,12,0,19,8,1365,18,5,0,24,28,6,7,149,112,60,65.1,N/a,N/a,N/a,N/a
Nathan Patterson,sctSCO,Everton,DF,23-204,10,347,0,1,1,0,0.1,0.4,6,13,18,0,0.26,0.02,0.11,0,0,0,16.8,130,73.9,2272,65,69.3,50,4,9,5,3,13,11,2.85,1,0.26,11,6,14,7,2,0,2,2,215,11,52,90,75,5,12,75,16.7,95,216,6,5,2,4,2,117,18,1,0,6,1,0,14,12,1,7,12.5,N/a,N/a,N/a,N/a
Nathan Wood-Gordon,engENG,Southampton,DF,22-342,9,624,0,0,2,0,0.2,0,2,17,0,0,0,0.03,0,0,0,0,5.9,363,92.8,6144,153,96.4,69.6,1,11,0,0,17,3,0.43,0,0,10,7,8,3,8,5,3,4,457,54,219,212,27,2,5,60,20,253,454,2,6,0,4,1,339,0,2,0,8,4,0,3,20,11,7,61.1,N/a,N/a,N/a,N/a
Nathaniel Clyne,engENG,Crystal Palace,"DF,MF",34-033,13,483,0,0,1,0,0,0.3,6,7,8,0,0,0,0.06,0,0,0,31.4,171,76,3113,72,88.4,46.7,3,16,2,1,7,3,0.56,0,0,12,8,11,5,4,2,2,3,273,18,111,125,37,3,1,0,100,158,314,6,2,3,5,2,178,8,1,0,2,2,0,7,10,1,7,12.5,N/a,N/a,N/a,N/a
Neco Williams,wlsWAL,Nott'ham Forest,DF,24-025,32,2324,1,3,7,0,2.3,1.5,60,82,86,0.04,0.12,0.09,0.06,18.9,0.27,0.03,20.2,751,76.1,11289,434,72.3,38.9,16,64,19,8,82,46,1.78,6,0.23,75,45,73,28,40,9,31,25,1393,143,504,506,401,38,44,40.9,40.9,569,1970,60,28,15,29,17,654,86,7,0,23,39,1,46,96,36,29,55.4,N/a,N/a,N/a,N/a
Neto,brBRA,Bournemouth,GK,35-293,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,N/a,0,N/a,N/a,40,64.5,1183,7,100,36.4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,60,70,0,0,0,0,N/a,N/a,35,99,0,0,0,0,0,28,0,0,0,0,2,0,0,3,0,0,N/a,1,84.6,0,N/a
Nick Pope,engENG,Newcastle Utd,GK,33-019,25,2250,0,0,2,0,0,0,0,1,0,0,0,0,0,N/a,0,N/a,N/a,504,72.8,12978,104,98.5,42.8,1,2,0,0,1,6,0.24,0,0,0,0,0,0,1,0,1,1,773,612,762,11,0,0,0,N/a,N/a,397,1519,0,0,0,0,1,273,0,2,0,2,5,0,0,21,11,1,91.7,1.32,70.1,28,50
Niclas Füllkrug,deGER,West Ham,FW,32-088,15,668,3,2,2,0,2,1.9,6,11,25,0.4,0.27,0.27,0.25,35.7,0.67,0.21,10.2,102,65.4,1367,66,58.7,44.4,13,10,4,0,11,19,2.56,2,0.27,2,2,3,1,1,0,1,0,217,14,19,111,88,35,5,20,60,87,172,6,3,2,14,5,159,25,2,0,17,5,9,1,12,31,45,40.8,N/a,N/a,N/a,N/a
Nico O’Reilly,engENG,Manchester City,DF,20-048,8,513,2,0,0,0,1.3,0.4,16,17,25,0.35,0,0.23,0.06,37.5,0.53,0.25,15.4,304,86.9,4026,209,81.3,50,4,28,1,1,17,12,2.11,2,0.35,9,4,8,4,5,1,4,4,416,14,70,221,130,18,15,60,40,246,574,16,14,0,14,12,296,25,0,0,6,4,1,8,29,5,7,41.7,N/a,N/a,N/a,N/a
